"weight","start_lat","start_lon","stop_lat","stop_lon","start_area","stop_area"
"3.5","30.307562","120.11673366666668","30.293042166666666","120.20907433333333","609","585"
"3.5","30.2560005","120.165429","30.245813749999996","120.16408224999999","462","432"
"3.5","30.2632998","120.19104420000001","30.262081000000002","120.16392599999999","494","492"
"3.5","30.284518","120.1616535","30.274129750000004","120.1599555","552","522"
"3.5","30.3239218","120.14679780000002","30.293496800000003","120.20619339999999","671","585"
"3.3333333333333335","30.293543666666668","120.20959216666667","30.250857","120.17439433333334","585","463"
"3.333333333333333","30.293311666666668","120.20938783333334","30.261385333333333","120.17823833333334","585","493"
"3.1666666666666665","30.3452492","120.1798794","30.294055800000002","120.2082968","733","585"
"3","30.263689666666664","120.14897233333333","30.27296533333333","120.15112333333332","491","521"
"3","30.239728999999997","120.15407925","30.293537","120.20736249999999","431","585"
"3","30.265361333333335","120.19954666666666","30.25770233333333","120.211744","494","465"
"3","30.271027333333333","120.19911133333333","30.263307333333334","120.19206733333334","524","494"
"3","30.273049999999998","120.16075749999999","30.2838755","120.14494124999999","522","551"
"3","30.306417999999997","120.171578","30.293447333333333","120.20508966666667","613","585"
"3","30.303847166666667","120.09884383333332","30.293632833333334","120.20863166666668","608","585"
"3","30.293594249999998","120.19669875","30.2522685","120.19376925","584","464"
"3","30.201313499999998","120.207854","30.29382625","120.20613549999999","315","585"
"3","30.283113","120.18105633333333","30.252913333333336","120.178295","553","463"
"3","30.284443500000002","120.12937050000001","30.27448975","120.148818","550","521"
"3","30.279892","120.19635999999998","30.240285333333333","120.18149166666667","554","433"
"3","30.263627799999995","120.12094940000001","30.2936148","120.2060974","489","585"
"3","30.262555666666668","120.18370066666667","30.233326333333334","120.19712966666667","493","404"
"3","30.24128725","120.17644175000001","30.24474525","120.15900775000001","433","432"
"3","30.214414","120.16343066666667","30.230218333333337","120.16787933333335","342","402"
"3","30.252882","120.16018066666665","30.28126333333333","120.16408799999999","462","552"
"3","30.284987666666666","120.19633433333333","30.262526666666663","120.17404666666665","554","493"
"3","30.323812833333335","120.08878599999998","30.2931935","120.20959666666664","667","585"
"3","30.259949666666667","120.17695533333334","30.241194000000004","120.17779466666667","493","433"
"3","30.25401633333333","120.16478233333333","30.245069","120.18113999999998","462","433"
"3","30.20973066666667","120.19652233333333","30.29362","120.20578333333333","344","585"
"3","30.28664566666667","120.188349","30.325580333333335","120.18945066666667","554","674"
"3","30.339084333333336","120.19823633333334","30.293333333333333","120.20926233333334","704","585"
"3","30.27260775","120.175691","30.26071575","120.16251225","523","492"
"3","30.262007","120.20652833333332","30.293211666666668","120.20746566666668","495","585"
"3","30.24970833333333","120.189645","30.253831666666667","120.17319833333333","464","463"
"3","30.337655","120.081953","30.325707333333337","120.08340766666667","697","667"
"3","30.254169","120.161723","30.2426935","120.10185275","462","428"
"3","30.281944666666664","120.17379733333333","30.262611333333336","120.17535466666668","553","493"
"3","30.243780333333333","120.163606","30.251545000000004","120.17258133333333","432","463"
"3","30.271427333333335","120.161939","30.273916666666665","120.149511","522","521"
"3","30.283264250000002","120.12855325","30.293688","120.207091","550","585"
"3","30.282943666666668","120.09730666666667","30.283566666666662","120.11270033333334","548","549"
"3","30.261560000000003","120.16596066666666","30.240943333333334","120.16393333333333","492","432"
"3","30.30376666666667","120.10497066666666","30.28413","120.11604566666666","608","549"
"3","30.284607799999996","120.14444619999999","30.2619994","120.164912","551","492"
"3","30.27964833333333","120.13352833333335","30.264923999999997","120.12844833333332","550","490"
"3","30.28375525","120.101599","30.2751475","120.11591125","548","519"
"3","30.275103500000004","120.09851675","30.26184175","120.08560775000001","518","487"
"3","30.283844666666667","120.20649366666667","30.247739","120.17926066666666","555","433"
"3","30.26301666666667","120.17584333333333","30.242580000000004","120.20519000000002","493","435"
"3","30.291578","120.19616","30.288713","120.19383166666665","584","554"
"2.8333333333333335","30.29316125","120.20912975","30.284290499999997","120.19642175","585","554"
"2.5","30.23854833333333","120.18325833333334","30.25986233333333","120.196913","433","494"
"2.5","30.246006333333337","120.17640666666667","30.220543666666668","120.17265133333335","433","373"
"2.5","30.285715333333332","120.176811","30.274428999999998","120.18280499999999","553","523"
"2.5","30.241949","120.17697733333334","30.271539","120.20734466666666","433","525"
"2.5","30.262956333333335","120.16069066666667","30.284197333333335","120.16249499999999","492","552"
"2.5","30.2744365","120.16343425","30.2640815","120.16219525","522","492"
"2.5","30.280792333333334","120.129955","30.296206","120.08293833333335","550","577"
"2.5","30.26157333333333","120.19610466666666","30.270874666666668","120.18273633333332","494","523"
"2.5","30.312867250000004","120.16529975","30.29350775","120.20613525","642","585"
"2.5","30.260195666666664","120.19265","30.294488","120.196266","494","584"
"2.5","30.241945800000003","120.02103600000001","30.2931654","120.208655","423","585"
"2.5","30.25368966666667","120.177913","30.29378133333333","120.209269","463","585"
"2.5","30.229284000000003","120.16758566666665","30.267684000000003","120.16295000000001","402","492"
"2.5","30.272694","120.16366033333333","30.293460666666665","120.20613333333331","522","585"
"2.5","30.302425999999997","120.10096566666665","30.303122","120.13290400000001","608","610"
"2.5","30.273531666666667","120.17765000000001","30.25225","120.17250666666666","523","463"
"2.5","30.24286","120.16522499999999","30.29373575","120.20581200000001","432","585"
"2.5","30.27687233333333","120.15148666666666","30.259565","120.16449899999999","521","492"
"2.5","30.292752999999998","120.0882248","30.2940536","120.2085008","577","585"
"2.5","30.285588999999998","120.12941000000001","30.282821333333334","120.16227566666667","550","552"
"2.5","30.31584925","120.102098","30.292934000000002","120.21003725","638","585"
"2.5","30.26566125","120.15756375000001","30.24279225","120.10219399999998","492","428"
"2.5","30.242884333333333","120.19489566666668","30.293587666666667","120.20577066666665","434","585"
"2.5","30.24339075","120.1916125","30.261896","120.17722899999998","434","493"
"2.5","30.275493666666666","120.15798733333334","30.27378733333333","120.133934","522","520"
"2.5","30.2958092","120.0998816","30.293616399999998","120.2095382","578","585"
"2.5","30.272338666666666","120.17834666666666","30.243752333333333","120.179581","523","433"
"2.5","30.281224666666663","120.20617666666665","30.260054333333333","120.19836","555","494"
"2.5","30.286032666666667","120.17511933333333","30.262560000000004","120.16219066666667","553","492"
"2.5","30.255520666666666","120.17543733333333","30.262968333333333","120.15944566666667","463","492"
"2.5","30.31292075","120.2196255","30.29497","120.21281625","646","585"
"2.5","30.26679233333333","120.19617166666667","30.262406666666664","120.20787766666666","494","495"
"2.5","30.293679","120.21019066666668","30.286351666666665","120.20619633333332","585","555"
"2.5","30.260724666666665","120.17389200000001","30.271856333333332","120.150726","493","521"
"2.5","30.263977333333333","120.15996066666666","30.307579","120.16079566666667","492","612"
"2.5","30.244853333333335","120.16218466666668","30.234103333333334","120.16497","432","402"
"2.5","30.306937","120.10302766666666","30.29541233333333","120.11207866666666","608","579"
"2.5","30.274016333333332","120.19324733333333","30.251659666666665","120.17524733333333","524","463"
"2.5","30.2829625","120.16006275","30.2840665","120.11357525","552","549"
"2.5","30.274158749999998","120.1606205","30.2634185","120.08698050000001","522","487"
"2.5","30.277955333333335","120.09485000000001","30.273655","120.13053766666667","518","520"
"2.5","30.281299999999998","120.165617","30.260627666666664","120.17456666666665","552","493"
"2.5","30.293921666666666","120.13417433333332","30.263951333333335","120.16060500000002","580","492"
"2.5","30.29254633333333","120.21209333333333","30.252713999999997","120.19262233333335","585","464"
"2.5","30.334505333333336","120.17595899999999","30.341873666666668","120.18153466666668","703","733"
"2.333333333333333","30.29294975","120.2086455","30.353545500000003","120.18669575","585","763"
"2.033333333333333","30.29328225","120.21076275","30.274640499999997","120.18129300000001","585","523"
"2","30.235378666666666","120.16907900000001","30.261638333333334","120.19273433333335","402","494"
"2","30.3082745","120.1684995","30.304108499999998","120.177441","612","613"
"2","30.283900000000003","120.1944165","30.274217","120.1476","554","521"
"2","30.327681","120.343791","30.312676","120.330777","683","653"
"2","30.2839615","120.19533","30.284501499999998","120.2063735","554","555"
"2","30.246805000000002","120.18936500000001","30.240725","120.179885","434","433"
"2","30.2666275","120.17709199999999","30.2834845","120.19599600000001","493","554"
"2","30.29494733333333","120.15746733333333","30.286262000000004","120.16344766666667","582","552"
"2","30.2752835","120.1578495","30.2765245","120.196591","522","524"
"2","30.2464995","120.161857","30.2595335","120.165075","432","492"
"2","30.244495999999998","120.17758","30.230078499999998","120.1318735","433","400"
"2","30.2730515","120.1530215","30.312381","120.1349085","521","640"
"2","30.269516","120.1420385","30.251104499999997","120.17312000000001","521","463"
"2","30.285995","120.187066","30.26295","120.193395","554","494"
"2","30.233143","120.1673875","30.192529999999998","120.1684","402","282"
"2","30.24257833333333","120.17657066666668","30.264431333333334","120.08676666666666","433","487"
"2","30.270095666666666","120.16078","30.26589233333333","120.15120566666667","522","491"
"2","30.312673","120.08511225000001","30.293300000000002","120.20853675","637","585"
"2","30.291983","120.13142733333332","30.26028666666667","120.17617233333334","580","493"
"2","30.311764","120.15057333333334","30.304809000000002","120.16004166666666","641","612"
"2","30.305708","120.13167066666666","30.293804000000005","120.211994","610","585"
"2","30.317745","120.126836","30.3145535","120.115261","640","639"
"2","30.2750715","120.1804115","30.272921","120.15295499999999","523","521"
"2","30.30525","120.0997165","30.3229975","120.134505","608","670"
"2","30.315011","120.09950666666668","30.265304666666665","120.16061166666668","638","492"
"2","30.294391","120.199767","30.307166000000002","120.350041","584","624"
"2","30.3251515","120.07723899999999","30.3117265","120.0556125","667","635"
"2","30.2948865","120.13705425","30.26383325","120.19095775","580","494"
"2","30.2917","120.1332165","30.2828085","120.1439245","580","551"
"2","30.304491","120.16695","30.28335","120.1652745","612","552"
"2","30.279186000000003","120.1290075","30.2820575","120.112385","550","549"
"2","30.291466","120.11804950000001","30.276008500000003","120.1276745","579","520"
"2","30.303566333333332","120.148783","30.263839","120.165239","611","492"
"2","30.2118","120.159911","30.263285","120.17961249999999","342","493"
"2","30.3152545","120.1258335","30.329328500000003","120.11605349999999","640","669"
"2","30.3461725","120.17844099999999","30.3256965","120.16889549999999","733","672"
"2","30.291714499999998","120.102139","30.294233499999997","120.07812150000001","578","577"
"2","30.285755","120.2413885","30.2650775","120.207655","557","495"
"2","30.285199499999997","120.16113200000001","30.2554495","120.1676745","552","462"
"2","30.302203333333335","120.10284566666667","30.283483","120.146282","608","551"
"2","30.2668745","120.1630495","30.222966","120.1698745","492","372"
"2","30.3014735","120.102341","30.29334","120.1348635","608","580"
"2","30.2555385","120.176754","30.2668965","120.15204349999999","463","491"
"2","30.323705","120.080955","30.3043635","120.1006885","667","608"
"2","30.306877333333333","120.16471666666666","30.285410666666667","120.172389","612","553"
"2","30.293067","120.16973999999999","30.262906","120.1933085","582","494"
"2","30.2892825","120.1067955","30.3249895","120.114469","548","669"
"2","30.2713245","120.1335995","30.2608495","120.161341","520","492"
"2","30.263090333333334","120.20040733333333","30.232539","120.19150433333334","494","404"
"2","30.25331966666667","120.180928","30.246688333333335","120.17618466666666","463","433"
"2","30.263035000000002","120.19516899999999","30.2434385","120.1955535","494","434"
"2","30.29936225","120.27416649999999","30.2665115","120.18247025000001","589","493"
"2","30.245525","120.1675575","30.263666","120.195875","432","494"
"2","30.253206749999997","120.16280850000001","30.236249750000002","120.43103725","462","419"
"2","30.1924415","120.16349199999999","30.2046335","120.1960745","282","314"
"2","30.267576","120.1230745","30.273310000000002","120.17544849999999","489","523"
"2","30.245552333333332","120.19121166666667","30.257013999999998","120.16321766666665","434","462"
"2","30.2727835","120.160017","30.2504745","120.190867","522","464"
"2","30.303792","120.1491335","30.318492","120.1081835","611","639"
"2","30.332919","120.16883150000001","30.302874000000003","120.14878999999999","702","611"
"2","30.273641","120.17884950000001","30.235757","120.4310835","523","419"
"2","30.284257666666672","120.12824233333333","30.255566666666667","120.161926","550","462"
"2","30.18929225","120.15090000000001","30.292858","120.20572175","281","585"
"2","30.29406566666667","120.14389333333334","30.273096666666664","120.16418633333335","581","522"
"2","30.29216033333333","120.14534366666668","30.25530566666667","120.163922","581","462"
"2","30.283243499999998","120.1465665","30.2835465","120.11218","551","549"
"2","30.301225000000002","120.0956745","30.3070835","120.085841","608","607"
"2","30.282313","120.19566833333333","30.251996333333334","120.17974666666667","554","463"
"2","30.2372995","120.1519835","30.2531245","120.1583665","401","462"
"2","30.323399000000002","120.17659599999999","30.293084999999998","120.207326","673","585"
"2","30.205672","120.19404850000001","30.194345","120.1693765","314","282"
"2","30.2322495","120.148691","30.2614745","120.16493349999999","401","492"
"2","30.2439545","120.195751","30.274181","120.19573249999999","434","524"
"2","30.3120135","120.14694225","30.2936905","120.207286","641","585"
"2","30.290743499999998","120.19322","30.3055175","120.176976","584","613"
"2","30.235709999999997","120.19996","30.250729999999997","120.17653250000001","404","463"
"2","30.274310666666665","120.14296133333333","30.254099999999998","120.16574866666667","521","462"
"2","30.174794","120.158801","30.212381","120.20989900000001","222","345"
"2","30.281304499999997","120.097973","30.277345500000003","120.08570549999999","548","517"
"2","30.27428","120.1186885","30.2842485","120.114711","519","549"
"2","30.2790865","120.3744575","30.3056355","120.3685625","535","625"
"2","30.306120999999997","120.126736","30.304420999999998","120.151895","610","611"
"2","30.325619","120.142821","30.273085000000002","120.1362725","671","520"
"2","30.294783","120.13498299999999","30.285421333333332","120.160439","580","552"
"2","30.307816","120.16267500000001","30.31349","120.165725","612","642"
"2","30.315978","120.27109966666666","30.293949666666666","120.21067733333332","649","585"
"2","30.2617665","120.0880335","30.24725","120.1111915","487","429"
"2","30.2136085","120.2140995","30.293324499999997","120.2060835","345","585"
"2","30.310620999999998","120.175071","30.288622500000002","120.1917085","643","554"
"2","30.26582725","120.16346850000001","30.284498499999998","120.11645000000001","492","549"
"2","30.28621525","120.0553455","30.29301425","120.21111725","545","585"
"2","30.270927","120.15364066666666","30.274732","120.13282566666668","521","520"
"2","30.285732999999997","120.18547833333332","30.316751","120.16990333333332","553","642"
"2","30.293769666666666","120.19911666666667","30.272901333333333","120.199056","584","524"
"2","30.293723","120.20899733333334","30.246967333333334","120.17604833333333","585","433"
"2","30.272813499999998","120.147481","30.2765225","120.183176","521","523"
"2","30.27316666666667","120.16016666666667","30.274193666666665","120.121061","522","519"
"2","30.294027666666665","120.11399433333334","30.292994333333336","120.20889466666667","579","585"
"2","30.292985","120.05580125","30.293389750000003","120.21020175","575","585"
"2","30.2555225","120.206215","30.2514185","120.19239999999999","465","464"
"2","30.29732","120.1515385","30.244446500000002","120.20664149999999","581","435"
"2","30.291041","120.14531600000001","30.311142","120.1423335","581","641"
"2","30.2673895","120.1631725","30.274842","120.163222","492","522"
"2","30.2746725","120.1443675","30.280196500000002","120.116029","521","549"
"2","30.22441566666667","120.17633666666666","30.293786666666666","120.20720766666666","373","585"
"2","30.28085","120.14789999999999","30.275758","120.1475335","551","521"
"2","30.2830485","120.1143235","30.2783535","120.11417","549","519"
"2","30.2315085","120.16749949999999","30.2935585","120.20640850000001","402","585"
"2","30.2809795","120.16395349999999","30.293322500000002","120.10976149999999","552","579"
"2","30.2940415","120.2199825","30.292925","120.1641585","586","582"
"2","30.285263","120.161444","30.2976065","120.13573550000001","552","580"
"1.8333333333333333","30.292543666666663","120.21123900000002","30.283255666666665","120.17355566666667","585","553"
"1.6666666666666665","30.325589666666662","120.15355466666666","30.306281666666667","120.14638066666667","671","611"
"1.5","30.2408615","120.17913200000001","30.26125","120.158184","433","492"
"1.5","30.264816333333332","120.19709466666667","30.25120533333333","120.18066133333332","494","463"
"1.5","30.293375","120.209191","30.304192","120.189141","585","614"
"1.5","30.262176500000002","120.1578635","30.182311","120.141915","492","251"
"1.5","30.261825","120.177125","30.282791500000002","120.147917","493","551"
"1.5","30.294482000000002","120.194292","30.284541","120.164941","584","552"
"1.5","30.2961045","120.19086","30.262191","120.207801","584","495"
"1.5","30.262982","120.173595","30.23738","120.18409199999999","493","403"
"1.5","30.2965905","120.16683549999999","30.2906295","120.172193","582","583"
"1.5","30.2626335","120.177625","30.3116745","120.1690835","493","642"
"1.5","30.2672575","120.194275","30.2426335","120.10178350000001","494","428"
"1.5","30.3028075","120.188876","30.284333500000002","120.1947025","614","554"
"1.5","30.2456335","120.17671250000001","30.2339865","120.167996","433","402"
"1.5","30.2424695","120.10103000000001","30.2693625","120.104376","428","518"
"1.5","30.2938375","120.10414850000001","30.275347","120.12908350000001","578","520"
"1.5","30.2668515","120.170181","30.2504685","120.1888635","492","464"
"1.5","30.296255666666667","120.096839","30.235761","120.18250033333334","578","403"
"1.5","30.265462499999998","120.15756999999999","30.282206","120.147735","492","551"
"1.5","30.246141","120.1762995","30.232217","120.144367","433","401"
"1.5","30.273975","120.1016575","30.272891","120.113291","518","519"
"1.5","30.264373000000003","120.173219","30.283820000000002","120.09659966666668","493","548"
"1.5","30.2890595","120.1942185","30.2634585","120.1665335","554","492"
"1.5","30.267802500000002","120.179405","30.27929","120.1291065","493","550"
"1.5","30.293999499999998","120.206692","30.3053745","120.20683349999999","585","615"
"1.5","30.244410666666667","120.04818866666666","30.292961000000002","120.20923333333333","425","585"
"1.5","30.2830425","120.1742835","30.293385","120.206081","553","585"
"1.5","30.2258885","120.1896925","30.2930275","120.21267599999999","374","585"
"1.5","30.314068333333335","120.13294766666667","30.293614666666667","120.20671133333333","640","585"
"1.5","30.2842745","120.08317500000001","30.288025","120.097767","547","548"
"1.5","30.294707","120.180057","30.273616","120.1637835","583","522"
"1.5","30.295536666666663","120.19958833333334","30.26045566666667","120.175861","584","493"
"1.5","30.243791","120.1658505","30.280999","120.1502215","432","551"
"1.5","30.218927","120.208445","30.293186","120.2071275","375","585"
"1.5","30.295637","120.143636","30.3114025","120.13850099999999","581","640"
"1.5","30.2843395","120.146856","30.273829","120.134076","551","520"
"1.5","30.3180945","120.160854","30.258025","120.1646475","642","462"
"1.5","30.358367","120.07905333333332","30.293178","120.20811566666667","757","585"
"1.5","30.282049666666666","120.13715566666667","30.23615533333333","120.431828","550","419"
"1.5","30.295375","120.159266","30.2863835","120.1145335","582","549"
"1.5","30.263733","120.190601","30.2706445","120.1643885","494","522"
"1.5","30.264367","120.1922835","30.2549575","120.16677","494","462"
"1.5","30.26180533333333","120.19422199999998","30.268405666666666","120.12331133333333","494","489"
"1.5","30.2622935","120.087421","30.204172","120.19127850000001","487","314"
"1.5","30.305985","120.1421665","30.266331","120.14913849999999","611","491"
"1.5","30.236237000000003","120.19645","30.243764","120.1796765","404","433"
"1.5","30.2592435","120.21499349999999","30.2530495","120.16846749999999","495","462"
"1.5","30.241816","120.1798995","30.2625495","120.1508585","433","491"
"1.5","30.2954335","120.1854495","30.2377495","120.18421599999999","583","403"
"1.5","30.331114499999998","120.08854","30.2918765","120.193281","697","584"
"1.5","30.189811","120.15230349999999","30.204670999999998","120.19419099999999","281","314"
"1.5","30.342557","120.1986785","30.327849999999998","120.19079350000001","734","674"
"1.5","30.3186735","120.16559749999999","30.28899","120.1720195","642","553"
"1.5","30.35255033333333","120.233382","30.318138666666666","120.21628866666667","766","645"
"1.5","30.359139","120.22795033333334","30.293183","120.21076633333332","766","585"
"1.5","30.2957285","120.20933600000001","30.2611785","120.21400349999999","585","495"
"1.5","30.336714999999998","120.180481","30.3170495","120.17685850000001","703","643"
"1.5","30.318171666666668","120.14150566666666","30.277238666666666","120.117328","641","519"
"1.5","30.275342000000002","120.183907","30.303917","120.276975","523","619"
"1.5","30.3048","120.16974200000001","30.297717","120.199017","612","584"
"1.5","30.3192885","120.107179","30.25643","120.16408200000001","638","462"
"1.5","30.285698500000002","120.097879","30.293511000000002","120.084449","548","577"
"1.5","30.2933595","120.212276","30.2606475","120.16091850000001","585","492"
"1.5","30.335766333333336","120.07147666666667","30.295236","120.20836733333333","696","585"
"1.5","30.33995","120.0859625","30.315164","120.143056","697","641"
"1.5","30.277566999999998","120.1145335","30.2602415","120.173542","519","493"
"1.5","30.2575175","120.1909915","30.263663","120.16540499999999","464","492"
"1.5","30.277141","120.1605745","30.237625","120.1790335","522","403"
"1.5","30.304088000000004","120.133548","30.284762333333333","120.16282966666667","610","552"
"1.5","30.31596","120.11440466666666","30.263074666666668","120.16568233333334","639","492"
"1.5","30.235500000000002","120.19711699999999","30.261074999999998","120.1967585","404","494"
"1.5","30.31396033333333","120.16474033333334","30.236321333333336","120.43251366666668","642","419"
"1.5","30.2725085","120.13550000000001","30.260174499999998","120.173516","520","493"
"1.5","30.2740935","120.1588725","30.30227","120.129935","522","610"
"1.5","30.378716999999998","120.048361","30.322004333333336","120.10499833333334","815","668"
"1.5","30.2756495","120.1482335","30.251517","120.118166","521","459"
"1.5","30.3114835","120.1661585","30.293941","120.141366","642","581"
"1.5","30.272016999999998","120.129525","30.266316","120.1488","520","491"
"1.5","30.323470999999998","120.1323585","30.2936785","120.2085675","670","585"
"1.5","30.274699499999997","120.114917","30.2635465","120.1705715","519","492"
"1.5","30.283224500000003","120.142242","30.2803585","120.16406649999999","551","552"
"1.5","30.1802275","120.128935","30.215381","120.2075735","250","345"
"1.5","30.313037","120.27798849999999","30.308656","120.2734485","649","619"
"1.5","30.3117085","120.0708085","30.2937165","120.209667","636","585"
"1.5","30.2568945","120.1608495","30.2731125","120.17659850000001","462","523"
"1.5","30.2130985","120.01694","30.293529","120.2085615","333","585"
"1.5","30.31758","120.11024599999999","30.3255385","120.101006","639","668"
"1.5","30.336431333333334","120.085849","30.292861333333335","120.20759400000001","697","585"
"1.5","30.326403499999998","120.25927999999999","30.317837","120.250855","678","648"
"1.5","30.3154015","120.12881","30.27344","120.1317835","640","520"
