"start_area","start_lon","start_lat","stop_area","stop_lon","stop_lat","count"
63,120.100153687125,30.103455845597,971,120.17594444093301,30.214410959561,1.0
212,120.09067984289901,30.121948364591,1624,120.204365973611,30.294545208535,0.5
214,120.10962753135101,30.121948364591,966,120.12857521980301,30.214410959561,1.0
262,120.09067984289901,30.128112537589,612,120.09067984289901,30.171261748575,1.0
271,120.17594444093301,30.128112537589,724,120.204365973611,30.183590094571,1.0
271,120.17594444093301,30.128112537589,725,120.213839817837,30.183590094571,0.5
271,120.17594444093301,30.128112537589,1814,120.10962753135101,30.319201900527,0.5
312,120.09067984289901,30.134276710587,460,120.071732154447,30.152769229581,0.5
312,120.09067984289901,30.134276710587,775,120.213839817837,30.189754267569,2.0
321,120.17594444093301,30.134276710587,924,120.204365973611,30.208246786563,1.0
351,119.986467556413,30.140440883585,1116,120.12857521980301,30.232903478555,0.5
359,120.06225831022101,30.140440883585,1520,120.166470596707,30.282216862539,0.5
361,120.081205998673,30.140440883585,511,120.081205998673,30.158933402579,1.0
361,120.081205998673,30.140440883585,775,120.213839817837,30.189754267569,1.0
369,120.156996752481,30.140440883585,821,120.17594444093301,30.195918440567,1.0
370,120.166470596707,30.140440883585,776,120.223313662063,30.189754267569,1.0
371,120.17594444093301,30.140440883585,1222,120.185418285159,30.245231824551,0.5
408,120.052784465995,30.146605056583,1624,120.204365973611,30.294545208535,0.5
408,120.052784465995,30.146605056583,1625,120.213839817837,30.294545208535,0.5
409,120.06225831022101,30.146605056583,669,120.156996752481,30.177425921573,1.0
410,120.071732154447,30.146605056583,458,120.052784465995,30.152769229581,1.0
456,120.033836777543,30.152769229581,460,120.071732154447,30.152769229581,0.5
458,120.052784465995,30.152769229581,460,120.071732154447,30.152769229581,1.0
458,120.052784465995,30.152769229581,864,120.10962753135101,30.202082613565,1.0
459,120.06225831022101,30.152769229581,409,120.06225831022101,30.146605056583,1.0
459,120.06225831022101,30.152769229581,770,120.166470596707,30.189754267569,1.0
460,120.071732154447,30.152769229581,559,120.06225831022101,30.165097575577,1.0
460,120.071732154447,30.152769229581,560,120.071732154447,30.165097575577,1.0
460,120.071732154447,30.152769229581,562,120.09067984289901,30.165097575577,1.0
460,120.071732154447,30.152769229581,1362,120.09067984289901,30.263724343545,0.5
460,120.071732154447,30.152769229581,1466,120.12857521980301,30.276052689541,1.0
460,120.071732154447,30.152769229581,1624,120.204365973611,30.294545208535,2.0
460,120.071732154447,30.152769229581,1670,120.166470596707,30.300709381533,1.0
464,120.10962753135101,30.152769229581,1366,120.12857521980301,30.263724343545,0.5
468,120.147522908255,30.152769229581,1220,120.166470596707,30.245231824551,1.0
479,120.251735194741,30.152769229581,878,120.24226135051501,30.202082613565,1.0
510,120.071732154447,30.158933402579,622,120.185418285159,30.171261748575,0.5
512,120.09067984289901,30.158933402579,214,120.10962753135101,30.121948364591,1.0
513,120.100153687125,30.158933402579,1624,120.204365973611,30.294545208535,1.0
518,120.147522908255,30.158933402579,769,120.156996752481,30.189754267569,1.0
518,120.147522908255,30.158933402579,1225,120.213839817837,30.245231824551,1.0
521,120.17594444093301,30.158933402579,627,120.232787506289,30.171261748575,1.0
522,120.185418285159,30.158933402579,775,120.213839817837,30.189754267569,1.0
559,120.06225831022101,30.165097575577,1419,120.156996752481,30.269888516543,1.0
560,120.071732154447,30.165097575577,328,120.24226135051501,30.134276710587,0.5
560,120.071732154447,30.165097575577,410,120.071732154447,30.146605056583,1.0
560,120.071732154447,30.165097575577,656,120.033836777543,30.177425921573,1.0
560,120.071732154447,30.165097575577,662,120.09067984289901,30.177425921573,1.0
560,120.071732154447,30.165097575577,1123,120.194892129385,30.232903478555,0.5
560,120.071732154447,30.165097575577,1319,120.156996752481,30.257560170547,0.5
560,120.071732154447,30.165097575577,1375,120.213839817837,30.263724343545,1.0
561,120.081205998673,30.165097575577,570,120.166470596707,30.165097575577,1.0
561,120.081205998673,30.165097575577,612,120.09067984289901,30.171261748575,1.0
561,120.081205998673,30.165097575577,712,120.09067984289901,30.183590094571,1.0
561,120.081205998673,30.165097575577,970,120.166470596707,30.214410959561,1.0
561,120.081205998673,30.165097575577,1101,119.986467556413,30.232903478555,1.0
561,120.081205998673,30.165097575577,1117,120.138049064029,30.232903478555,1.0
561,120.081205998673,30.165097575577,1216,120.12857521980301,30.245231824551,1.0
561,120.081205998673,30.165097575577,1624,120.204365973611,30.294545208535,2.0
561,120.081205998673,30.165097575577,1661,120.081205998673,30.300709381533,1.0
562,120.09067984289901,30.165097575577,1570,120.166470596707,30.288381035537,1.0
564,120.10962753135101,30.165097575577,561,120.081205998673,30.165097575577,1.0
564,120.10962753135101,30.165097575577,1221,120.17594444093301,30.245231824551,0.5
565,120.119101375577,30.165097575577,514,120.10962753135101,30.158933402579,1.0
568,120.147522908255,30.165097575577,570,120.166470596707,30.165097575577,1.0
568,120.147522908255,30.165097575577,667,120.138049064029,30.177425921573,2.0
568,120.147522908255,30.165097575577,873,120.194892129385,30.202082613565,1.0
573,120.194892129385,30.165097575577,721,120.17594444093301,30.183590094571,1.0
573,120.194892129385,30.165097575577,775,120.213839817837,30.189754267569,1.0
577,120.232787506289,30.165097575577,578,120.24226135051501,30.165097575577,1.0
577,120.232787506289,30.165097575577,966,120.12857521980301,30.214410959561,0.5
578,120.24226135051501,30.165097575577,878,120.24226135051501,30.202082613565,0.5
581,120.270682883193,30.165097575577,627,120.232787506289,30.171261748575,1.0
581,120.270682883193,30.165097575577,731,120.270682883193,30.183590094571,1.0
610,120.071732154447,30.171261748575,410,120.071732154447,30.146605056583,1.0
610,120.071732154447,30.171261748575,669,120.156996752481,30.177425921573,1.0
611,120.081205998673,30.171261748575,1269,120.156996752481,30.251395997549,1.0
611,120.081205998673,30.171261748575,1712,120.09067984289901,30.306873554531,1.0
612,120.09067984289901,30.171261748575,1117,120.138049064029,30.232903478555,1.0
612,120.09067984289901,30.171261748575,1198,120.431738235035,30.239067651553,1.0
612,120.09067984289901,30.171261748575,1213,120.100153687125,30.245231824551,1.0
612,120.09067984289901,30.171261748575,1269,120.156996752481,30.251395997549,1.0
613,120.100153687125,30.171261748575,1116,120.12857521980301,30.232903478555,1.0
613,120.100153687125,30.171261748575,1304,120.014889089091,30.257560170547,0.5
613,120.100153687125,30.171261748575,1624,120.204365973611,30.294545208535,2.5
613,120.100153687125,30.171261748575,1625,120.213839817837,30.294545208535,0.5
617,120.138049064029,30.171261748575,458,120.052784465995,30.152769229581,1.0
617,120.138049064029,30.171261748575,517,120.138049064029,30.158933402579,1.0
617,120.138049064029,30.171261748575,559,120.06225831022101,30.165097575577,1.0
617,120.138049064029,30.171261748575,775,120.213839817837,30.189754267569,1.0
617,120.138049064029,30.171261748575,874,120.204365973611,30.202082613565,1.0
617,120.138049064029,30.171261748575,924,120.204365973611,30.208246786563,0.5
617,120.138049064029,30.171261748575,925,120.213839817837,30.208246786563,1.0
617,120.138049064029,30.171261748575,1117,120.138049064029,30.232903478555,1.0
617,120.138049064029,30.171261748575,1573,120.194892129385,30.288381035537,0.5
617,120.138049064029,30.171261748575,1624,120.204365973611,30.294545208535,1.5
618,120.147522908255,30.171261748575,569,120.156996752481,30.165097575577,1.0
618,120.147522908255,30.171261748575,719,120.156996752481,30.183590094571,1.0
618,120.147522908255,30.171261748575,720,120.166470596707,30.183590094571,3.0
618,120.147522908255,30.171261748575,775,120.213839817837,30.189754267569,1.0
618,120.147522908255,30.171261748575,925,120.213839817837,30.208246786563,1.0
618,120.147522908255,30.171261748575,1148,120.431738235035,30.232903478555,0.5
618,120.147522908255,30.171261748575,1320,120.166470596707,30.257560170547,0.5
618,120.147522908255,30.171261748575,1466,120.12857521980301,30.276052689541,0.5
618,120.147522908255,30.171261748575,1624,120.204365973611,30.294545208535,0.5
618,120.147522908255,30.171261748575,1625,120.213839817837,30.294545208535,1.0
619,120.156996752481,30.171261748575,627,120.232787506289,30.171261748575,1.0
621,120.17594444093301,30.171261748575,622,120.185418285159,30.171261748575,0.5
623,120.194892129385,30.171261748575,822,120.185418285159,30.195918440567,0.5
623,120.194892129385,30.171261748575,1624,120.204365973611,30.294545208535,1.0
662,120.09067984289901,30.177425921573,663,120.100153687125,30.177425921573,1.0
663,120.100153687125,30.177425921573,560,120.071732154447,30.165097575577,1.0
666,120.12857521980301,30.177425921573,458,120.052784465995,30.152769229581,1.0
666,120.12857521980301,30.177425921573,770,120.166470596707,30.189754267569,1.0
666,120.12857521980301,30.177425921573,1198,120.431738235035,30.239067651553,0.5
666,120.12857521980301,30.177425921573,1624,120.204365973611,30.294545208535,2.0
667,120.138049064029,30.177425921573,72,120.185418285159,30.103455845597,1.0
667,120.138049064029,30.177425921573,669,120.156996752481,30.177425921573,2.0
667,120.138049064029,30.177425921573,723,120.194892129385,30.183590094571,1.0
667,120.138049064029,30.177425921573,725,120.213839817837,30.183590094571,1.0
667,120.138049064029,30.177425921573,765,120.119101375577,30.189754267569,1.0
667,120.138049064029,30.177425921573,770,120.166470596707,30.189754267569,1.0
667,120.138049064029,30.177425921573,924,120.204365973611,30.208246786563,1.0
